No,Nama RS,Provinsi,Kota,Alamat,Telepon
178,RS MURNI TEGUH CILEDUG,BANTEN,TANGERANG,Jl. Hos Cokroaminoto (Ciledug Raya) No.4a Kreo Selatan-Larangan,'021-7371919/021-7371818
179,RSU ST CAROLUS SUMMARECON,BANTEN,TANGERANG,Jl. Gading Golf Boulevard Kav. 08 Gading Serpong,'021-54220811
180,RSU SARI ASIH SANGIANG,BANTEN,TANGERANG,Jl. Raya Mauk.Km.3.5  Simpang Tiga Sangiang,'021-5582732
181,RS HERMINA CILEDUG,BANTEN,TANGERANG,"JL. DR. CIPTO MANGUNKUSUMO NO. 3, KEL. SUDIMARA TIMUR, CILEDUG",021-7301365 / 73454951|
182,BETHSAIDA HOSPITAL,BANTEN,TANGERANG,District Tivolli No.1 Paramount Serpong. Jl. Boulevard Raya Gading Serpong Kav.29,'021-29309999
183,RS SARI ASIH CILEDUG,BANTEN,TANGERANG,Jl. Hos Cokroaminoto No.38 Ciledug,'021-7333430/ 33553359021-7332758
184,RS AQIDAH,BANTEN,TANGERANG,Jl. Raden Fatah No.40 Parung Serab. Ciledug,'(021) 7310851 / 73450244 / 7319025
185,KLINIK ECO MEDIKA,BANTEN,TANGERANG,Jl. Ecopolis Utama Citra Raya. Tangerang,'021-22597126
186,RS HERMINA BITUNG,BANTEN,TANGERANG,Jl. Raya Serang Km. 10 Rt 001/Rw 004 Desa Kadu Kec. Curug. Kab. Tangerang,'021-59497525
187,RS TIARA TANGERANG,BANTEN,TANGERANG,Jl. Bringin Raya No. 3-4-5. Kel. Nusajaya. Kec. Karawaci. Tangerang,'(021) 29238000
188,RSIA SELARAS CIKUPA,BANTEN,TANGERANG,Jl. Raya Serang Km.18.5 Ds Bojong. Kec Cikupa Kab. Tangerang,'021-5969145/59401289/021-59401277
189,SILOAM HOSPITALS LIPPO VILLAGE KARAWACI (Hanya Berlaku Sistem Reimbursement),BANTEN,TANGERANG,Jl. Siloam No.6 Lippo Karawaci 1600,'021-80646900
190,KLINIK JATI ELOK,BANTEN,TANGERANG,"Komp. Bumi Jati Elok Blok A I No  7 Jl.  Raya Legok-Parung Panjang Km. 3.Malangnengah, Pagedangan, Tangerang, Banten",'021-5977529
191,BRAWIJAYA HOSPITAL TANGERANG,BANTEN,TANGERANG,Jl. Kh. Mas Mansyur No.2 Kunciran,021-7334343/ 7300883
192,CIPUTRA HOSPITAL,BANTEN,TANGERANG,Jl. Citra Raya Boulevard Blok V 00/08 Sektor 3.4 Kec Panongan,'021-59405555
193,RS MULYA,BANTEN,TANGERANG,Jl.  Kh.Hasyim Ashari No.18 Sudimara Pinang,'021-7322443; 7322445
194,METRO HOSPITAL CIKUPA,BANTEN,TANGERANG,Jl.  Raya Serang Km 16.8 Cikupa Tangerang,'021-5962790/5962998/5962996
195,RSIA KELUARGA KITA,BANTEN,TANGERANG,Jl. Raya Plp Curug Km 4 No.8 Sukabakti. Curug,021 - 59491011 / 021 - 5986572
196,RS KARANG TENGAH MEDIKA,BANTEN,TANGERANG,Jl.  Karyawan Iv. Karang Tengah Tangerang,'021-7336699/7335599
197,RS HERMINA TANGERANG,BANTEN,TANGERANG,Jl. Ks.Tubun No.10 Pasar Baru,'021-55772525/55792356
198,MOM & CHILD CARE CLINIC,BANTEN,TANGERANG,Jl.Raya Kelapa Dua Ruko Pda Kav.25-29 Gading Serpong,021-54214848
199,RSIA TIARA TANGERANG,BANTEN,TANGERANG,Jl. Raya Serang. No.1. Km.14.5. Cikupa,'021-59401999
200,PRIMAYA HOSPITAL TANGERANG,BANTEN,TANGERANG,Jl. Mh.Thamrin No.3 Kebon Nanas -Cikokol,'021-55758888/55780888/55781234
201,RSIA MURNI ASIH,BANTEN,TANGERANG,Jl. Raya Legok No.86 Bojongnangka. Legok. Medang Pagedangan,'021-36868757/5470263/54200982/5463672021-5463755
202,RSU BUNDA SEJATI,BANTEN,TANGERANG,Jl. Prabu Siliwangi No.11. Jatiuwung,'021-5900136 / 59315850
203,RSIA BUNDA SEJAHTERA,BANTEN,TANGERANG,Jl.  Raya Puri Agung No 3. Kota Baru- Pasar Kemis,'021-5925889
204,RS SARI ASIH KARAWACI,BANTEN,TANGERANG,Jl. Imam Bonjol No.38,'021-552 2794; 021-5523239
205,MAYAPADA HOSPITAL TANGERANG,BANTEN,TANGERANG,Jl. Honoris Raya Kav.6. Kota Modernland / Kodya Dati Ii,'021-55781888 / 5529035/55781999
206,RS MELATI TANGERANG,BANTEN,TANGERANG,Jl.  Merdeka. No.92 Tangerang,021-5523945/55776739
207,RS QADR,BANTEN,TANGERANG,Komplek Islamic Village. Kelapa Dua,'021-546 4466; 5463107; 5463106
208,KLINIK & LAB BETH RAPHA AGAVE INSANI,BANTEN,TANGERANG,"Jl. Maulana Hasanudin Gg. Ampera II No. 7-8, Poris Gaga, Batu Ceper",021-5445855 / 68800855|
209,RS MENTARI TANGERANG,BANTEN,TANGERANG,"Jl. Raya Legok Km. 4 Bojong Nangka, Kelapa Dua",021-22228000||
210,CLING DENTAL CLINIC GADING SERPONG,BANTEN,TANGERANG,"Jl. CBD Ruko Paramount Dotcom Blok Orange No. 1, Pakulonan Bar., Kec. Kelapa Dua",0821-1302-3723|
211,RS HERMINA PERIUK TANGERANG,BANTEN,TANGERANG,"Jl. Moh. Toha Kp. Nagrak RT. 004/RW. 006 Raya Kutabumi, Periuk",021-29432525|
212,SILOAM HOSPITALS KELAPA DUA  (Hanya Berlaku Sistem Reimbursement),BANTEN,TANGERANG,Jl. Raya Kelapa Dua No. 1001 Kelapa Dua,021 - 8052 4900|
213,AUDY DENTAL GADING SERPONG,BANTEN,TANGERANG,"Ruko Alexandrite 3 Jl. Boulevard Raya Gading Serpong No. 23, Pakulonan Barat, Kec. Kelapa Dua",021-54212186
214,OPTIK MELAWAI BANJAR WIJAYA TANGERANG,BANTEN,TANGERANG,"RUKO BANJAR WIJAYA BLOK B7C NO. 9 & 10, PORIS PLAWAD, KEC. PORIS PLAWAD, KEC. CIPONDOH, KOTA TANGERANG, BANTEN",0815 1987 6879
215,OPTIK MELAWAI AEON BSD,BANTEN,TANGERANG,"AEON Mall Lt. GF No. 65, Jl. BSD Boulevard No. 65, Pegadengan, Tangerang, Banten",021-29168178
216,OPTIK MELAWAI DEWI SARTIKA CIPUTAT,BANTEN,TANGERANG,Jl. Dewi Sartika No. 5,021-7418170
217,OPTIK MELAWAI RUKO CITRA RAYA,BANTEN,TANGERANG,"Jl. Boulevard Raya Citra Raya Mekar Bakti Blok VB 01 No. 1, 2, 3, 5 Cikupa",021-22018209
218,OPTIK MELAWAI SUMMARECON SERPONG II,BANTEN,TANGERANG,"Sumarecon Mall Serpong 2 Unit GF-210, Jl. Gading Serpong Boulevard, Tangerang - Banten",021-29310520
219,OPTIK MELAWAI SUPERMALL KARAWACI,BANTEN,TANGERANG,"Supermall Karawaci Lt. UG No. 93 Kelapa Dua, Tangerang, Jawa Barat 15811",021-5462411
220,OPTIK MELAWAI TANGERANG CITY,BANTEN,TANGERANG,"Tang City GF A.08, Jl. Jend. Sudirman No. 1 Tangerang, Banten",021-59731146
221,OPTIK MELAWAI MALL CIPUTRA TANGERANG,BANTEN,TANGERANG,"Mall Citra Raya Lt. GF-C07, Jl. Citra Raya Boulevard No. 01 Ciakar, Panongan",021-39700138|
222,OPTIK MELAWAI RUKO GADING SERPONG,BANTEN,TANGERANG,"RUKO 1B, JL. GADING SERPONG BOULEVARD BLOK BA-03 NO.36 KEC. KELAPA DUA KAB. TANGERANG",0815 1046 5153
223,PRIMAYA HOSPITAL PASAR KEMIS,BANTEN,TANGERANG,"JL. RAYA PASAR KEMIS RT. 004 RW 002, KEL. KUTAJAYA, KEC. PASAR KEMIS",021-5971-5777
224,OPTIK SEIS LIPPO SUPERMAL KARAWACI,BANTEN,TANGERANG,LANTAI UG NO. 46 & 47,(021) 5462151|
225,OPTIK SEIS SUMMARECON MAL SERPONG,BANTEN,TANGERANG,LANTAI DASAR UNIT GF-221 SENTRA GADING SERPONG JL.  BOULEVARD GADING SERPONG TANGERANG 15810,(021) 29310657|
226,OPTIK SEIS AEON MALL,BANTEN,TANGERANG,JL GRAND BOULEVARD BSD,021-29168533|
227,OPTIK SEIS OWNDAYS AEON BSD,BANTEN,TANGERANG,JL. GRAND BOULEVARD BSD LT.2 UNIT 2-55,021-55698890|
228,RS SARI ASIH CIPONDOH,BANTEN,TANGERANG,"JL. MAULANA HASANUDIN NO.108, CIPONDOH",021-22263738||
229,DOKGI DENTAL CLINIC,BANTEN,TANGERANG,"RUKO SERPONG GARDEN RUKO 7 NO.22, CISAUK, KABUPATEN TANGERANG",0812-8898-8006|
230,MANDAYA ROYAL HOSPITAL PURI,BANTEN,TANGERANG,"JL. METLAND BOULEVARD KAV.C-3 METLAND CYBER CITY RT.001/RW.002 PONDOK BAHAR, KARANG TENGAH",021-50928888|
231,KLINIK HI DENTAL,BANTEN,TANGERANG,"JL. BOULEVARD RAYA GADING SERPONG BLOK BA-03/61 PAKULONAN BARAT, KEC.KELAPA DUA",0821123131100||
232,OPTIK SEIS MALL CIPUTRA TANGERANG,BANTEN,TANGERANG,"GROUND FLOOR UNIT C.08, JL. CITRA RAYA BOULEVARD NO.01, CIAKAR, CITRA RAYA",021-39710117|
233,RSUD BALARAJA,BANTEN,TANGERANG,"JL. RUMAH SAKIT NO. 88 TOBAT, KEC. BALARAJA, KAB. TANGERANG",021-29508388/29508250|
234,HAPPY DENTAL CLINIC GADING SERPONG,BANTEN,TANGERANG,"RUKO 5TH AVENUE BLOK A NO.27, DESA PAKULONAN BARAT, KEC.KELAPA DUA",0811-8296-777|
235,KLINIK MEDIKIDS BY MHDC BSD,BANTEN,TANGERANG,"RUKO MENDRISIO SQUARE, JL. JEND. SUDIRMAN NO. 35, CIHUNI, PAGEDANGAN",021-55685620|
236,KLINIK MEDIKIDS BY MHDC CIKUPA,BANTEN,TANGERANG,"RUKO LITTLE GINZA P 02/219, JL. ECOPOLIS BOULEVARD UTAMA SELATAN, CITRA RAYA, CIAKAR",021-59660871|
237,FDC DENTAL CLINIC (TANGERANG CITY),BANTEN,TANGERANG,"JL. PERINTIS KEMERDEKAAN, TANGCITY BUSINESS PARK BLOK D3, BABAKAN, KOTA TANGERANG",021-59732215||
238,KLINIK KF.0296 - MODERNLAND,BANTEN,TANGERANG,"RUKO MODERNWALK BLOK MW NO 57 MODERNLAND, TANGERANG",021-29671598|
239,KLINIK KF.0078 - PASAR ANYAR,BANTEN,TANGERANG,"JL. AHMAD YANI NO. 31 PASAR ANYAR, KOTA TANGERANG",021-5518433|
240,KLINIK KF.0814 - GREEN LAKE,BANTEN,TANGERANG,"RUKAN CORDOBA BLOK B NO. 8-9 GREEN LAKE CITY,CIPONDOH,  KOTA TANGERANG",082111838723|
241,KLINIK KF. CISAUK,BANTEN,TANGERANG,"Jl. Raya Cisauk Lapan No. 26, Cisauk",021-75874992|
242,KLINIK KF. 0475 - BERINGIN,BANTEN,TANGERANG,"Jl. Beringin Raya No. 188 RT 001/6, Nusajaya, Karawaci",021-55763538|
243,KLINIK KF. 0576 - PERIUK,BANTEN,TANGERANG,"Jl. Villa Regency EE No. 11 - 12, RT 001/011, Periuk",021-5534572|
244,KLINIK KF. 0003 - LIPPO KARAWACI,BANTEN,TANGERANG,"Jl. Taman Permata No. 200, Binong, Curug",021-59494556|
245,KLINIK KF. 0476 - CITRA RAYA,BANTEN,TANGERANG,"Ruko Taman Palma, Jl. Raya Boulevard Blok G1 No. 25 R",021-59409460
246,KLINIK KF. MENDRISIO,BANTEN,TANGERANG,"Jl. Gading Serpong Boulevard, Kec. Pagedangan",021-55686836
247,KLINIK KF. 0473 - BOULEVARD,BANTEN,TANGERANG,"Jl. Raya Boulevard, Ruko Boulevard Raya Blok BA - 3 No. 7",021-54215760|
248,KLINIK KF. 0560 - KELAPA DUA,BANTEN,TANGERANG,Jl. Mawaddah Komplek Islami Village Blok J 12 No. 7/8,021-54220485
249,KLINIK KF. 0678 - KARANG TENGAH,BANTEN,TANGERANG,"Jl. Raden Saleh No. 4B RT 003/001, Karang Tengah",021-7323994|
250,LAB KLINIK KF GADING SERPONG,BANTEN,TANGERANG,"JL. GADING SERPONG BOULEVARD NO.02, CURUG SANGERENG, KEC. KLP. DUA, TANGERANG, BANTEN",021-55687699|
251,OPTIK SATURDAYS AEON BSD,BANTEN,TANGERANG,"UNIT 1-28, 1ST FL. AEON MALL BSD. JL. BSD RAYA UTAMA, PAGEDANGAN, KEC. PAGEDANGAN, TANGERANG",0878-4955-2501
252,SILOAM KLINIK PERMATA,BANTEN,TANGERANG,"JL. PERMATA SARI NO.838 RUKO STAR OF ASIA, BINONG, CURUG",021-22598068||
253,SILOAM KLINIK CYBERPARK,BANTEN,TANGERANG,"JL. BOULEVARD GAJAH MADA NO.2001 RUKO CYBERPARK, LIPPO KARAWACI",021-5526673||
254,SILOAM KLINIK GADING SERPONG,BANTEN,TANGERANG,"RUKO BOULEVARD FIFTH AVENUE BLOK A NO.36, GADING SERPONG",021-55681355||
255,SILOAM KLINIK CISOKA,BANTEN,TANGERANG,"JL. RAYA CISOKA TAMAN ADIYASA, KP KAUDANG RT.01/RW.05, SUKATANI, CISOKA",021-59752304||
256,VIUUM EYEWEAR SUMMARECON MALL SERPONG,BANTEN,TANGERANG,"SUMMARECON MALL SERPONG LT 1F NO 31, JL. GADING SERPONG PAKULONAN BARAT, KELAPA DUA, TANGERANG",0811-1225786|
257,OPTIK TUNGGAL LIVING WORLD (LWT),BANTEN,TANGERANG,"JL.ALAM SUTERA BOULEVARD KAV.21, ALAM SUTERA-SERPONG",021-531 25479||
258,OPTIK TUNGGAL LOTTE MART BINTARO ( LMB ),BANTEN,TANGERANG,"JL.MH.THAMRIN,CBD AREA KAV.BLOK B7/01-06, BINTARO JAYA SEKTOR 7-KEL.PONDOK JAYA-KEC.PONDOK AREN,TANG SEL.15224 LANTAI 2 UNIT.NO.2",021-293 10 788||
259,OPTIK TUNGGAL SUMARECON MAL SERPONG ( SMS 2 ),BANTEN,TANGERANG,JL. BOULEVARD GADING SERPONG,021-5420 3009||
260,OPTIK TUNGGAL SUPERMAL KARAWACI ( SKW ),BANTEN,TANGERANG,105 BULEVARD DIPONEGORO # 00 - 00 Lt.Upper Ground 94,021-546 2101||
261,OPTIK TUNGGAL TANGERANG CITY ( TAC ),BANTEN,TANGERANG,"JL.JENDRAL SUDIRMAN NO.1, CIKOKOL TANGERANG. 15117",021-2930 9888||
262,KLINIK CITRA HUSADA,BANTEN,TANGERANG,"JL. DEWI SARTIKA NO.2 RT.001/RW.005 SUKARASA, TANGERANG KOTA",021-5522501||
263,RS AN-NISA TANGERANG,BANTEN,TANGERANG,"JL.  GATOT SOEBROTO, NO.96, KM.3, CIBODAS",021-5525564/021-557 91563|021-557 91563|021-557 91563
264,KLINIK SEHATQ KARAWACI,BANTEN,TANGERANG,"RUKO VANDA V20 - V21, JL. PALEM RAJA RAYA, RT.001/RW.011, PANUNGGANGAN BAR., KEC. CIBODAS",0816-1394-491|
265,OPTIK SATURDAYS SUPERMAL KARAWACI,BANTEN,TANGERANG,"UG#48, SUPERMAL KARAWACI - JL. BOULEVARD DIPONEGORO NO. 105, BENCONGAN, KELAPA DUA",0877-4955-2531|
266,OPTIK SATURDAYS SUMMARECON MALL SERPONG,BANTEN,TANGERANG,"SATURDAYS SUMMARECON MALL SERPONG, BASEMENT UNIT 22-23, SERPONG TANGERANG",0877-9455-2538
267,DENTAL UNIVERSE INDONESIA (SERPONG),BANTEN,TANGERANG,"JL. GADING SERPONG BOULEVARD NO.30 CURUG SANGERENG, KEC.KELAPA DUA",021-86601509||
268,HAPPY DENTAL CLINIC SUMMARECON MALL SERPONG,BANTEN,TANGERANG,"SUMMARECON MALL SERPONG LT.1 GADING SERPONG SENTRA JL. BOULEVARD RAYA GADING SERPONG KELAPA DUA, TANGERANG",0817-0777921|
269,RSIA GEBANG MEDIKA,BANTEN,TANGERANG,"JL.  PRABU KIAN SANTANG NO. 30, KEL. GEBANG RAYA KEC. PERIUK",021-55773346|
270,KLINIK ONEIGHT DENTAL CARE,BANTEN,TANGERANG,"JL. IR. SUKARNO KAV 3-5, PARAMOUNT, GADING SERPONG",0859-10688-8022|
271,MAESA DENTAL CLINIC GADING SERPONG,BANTEN,TANGERANG,"RUKO ALICANTE BLOK A NO.52 MEDANG, KEC PAGEDANGAN",021-2222-7496|
272,RS UNIMEDIKA SEPATAN TANGERANG,BANTEN,TANGERANG,JL. SEPATAN PAKU HAJI NO.3 RT.002/RW.001 SEPATAN,021-59371801||
273,KF 0575 SHALEH ALI,BANTEN,TANGERANG,"JL. SALEH ALI NO. 4, SUKASARI, TANGERANG",021-55732430/081383833134||
274,KF HARKIT,BANTEN,TANGERANG,"JL. HARAPAN KITA BLOK B.III NO. 12, KEL.BENCONGAN, KEC.KELAPA DUA, KABUPATEN TANGERANG",021-5917091||
275,KF M. THOHA,BANTEN,TANGERANG,"JL. MOHAMMAD THOHA NO. 05 RT.003, RW.011, GERENDENG,KARAWACI, TANGERANG",021-55771404||
276,KLINIK AUDY DENTAL TANGGERANG CITY,BANTEN,TANGERANG,"JL. PERINTIS KEMERDEKAAN, RUKO TANGERANG CITY BABAKAN, TANGERANG, KOTA TANGERANG BANTEN",021-27848915
277,RS SUCI PARAMITA,BANTEN,TANGERANG,"KAWASAN INDUSTRI CCM , JL. RAYA SERANG KM 28,5 KAV. F1-8 BALARAJA",021-5954858/5953353
278,HAPPY DENTAL CLINIC SUPERMALL KARAWACI,BANTEN,TANGERANG,"SUPERMALL KARAWACI LANTAI FF NO.16 JALAN BOULEVARD KELAPA DUA KEL. KELAPA DUA, KEC. KELAPA DUA, KAB. TANGERANG, BANTEN",0811-8112-8899
279,KLINIK PARAHITA DIAGNOSTIC CENTER GADING SERPONG,BANTEN,TANGERANG,RUKO FINANCIAL CENTER BLOK BA. 02 NO. 52 KEL. PAKULONAN BARAT,021-59995363
280,OPTIK MELAWAI THE BREEZE BSD CITY,BANTEN,TANGERANG,"UNIT L63B | BSD GREEN OFFICE PARK, JL. BSD GRAND BOULEVARD, KEL. SAMPORA, KEC. CISAUK, KABUPATEN TANGERANG, BANTEN",0815-1942-0637
281,RS HERMINA PIK DUA,BANTEN,TANGERANG,JL. RAYA BOULEVARD OSAKA KAB. TANGERANG PROVINSI BANTEN,087885561639|
282,KLINIK AUDY DENTAL CIPUTAT,BANTEN,TANGERANG SELATAN,"RUKO JUANDA BLOK 2H, JL. IR. H. JUANDA NO 28A RT 003 RW 007, DESA/KELURAHAN PISANGAN, KEC. CIPUTAT TIMUR, KOTA TANGERANG SELATAN",021-2784-6381
283,RS EMC ALAM SUTERA,BANTEN,TANGERANG SELATAN,Jl. Alam Sutera Boulevard Kav.25 Serpong,'021-29779999/85550711 - 353438
284,RSIA VITALAYA,BANTEN,TANGERANG SELATAN,Jl. Raya Siliwangi No.1 Perum Pondok Benda Indah No.1. Pamulang,'021-7470 3313
285,KLINIK PERI GIGI BINTARO,BANTEN,TANGERANG SELATAN,Bintaro Xchange Mall Lg.108 Cbd Emerald Ce/A  No. 1 Boulevard,'(021) 29864899
286,RS PREMIER BINTARO,BANTEN,TANGERANG SELATAN,Jl. Mh Thamrin No.1. Sektor 7. Bintaro Jaya,'021-745 5500/27625500
287,BINTARO WOMEN & CHILDREN CLINIC,BANTEN,TANGERANG SELATAN,Jl Maleo Raya  Blok Jc 1 No.6 Pondok Pucung,'(021) 7450873
288,RUMAH INDONESIA SEHAT HOSPITAL (RIS),BANTEN,TANGERANG SELATAN,"JL. LENGKONG GUDANG TIMUR RAYA NO.777, BSD CITY",(021) 29660950-53|
289,RS KHUSUS BEDAH THT PROKLAMASI BSD,BANTEN,TANGERANG SELATAN,Commercial Park Central Business Of District Bsd Kav.7 Tangerang Selatan,'021-29002929
290,RS PONDOK INDAH BINTARO JAYA,BANTEN,TANGERANG SELATAN,Cbc Emerald Blok Ce/C No. 01. Boulevard Bintaro Jaya,'021-80828888
291,RSIA BINA MEDIKA BINTARO,BANTEN,TANGERANG SELATAN,"JL. RASUNA SAID KAV.B7/A5-08 SEKTOR 7 CBD BINTARO JAYA, PONDOK JAYA, PONDOK AREN, TANGERANG SELATAN",021-2931 8888
292,MITRA KELUARGA BINTARO,BANTEN,TANGERANG SELATAN,"JL. RAYA BINTARO UTAMA SEKTOR 3A, PONDOK KARYA, KECAMATAN PONDOK AREN",021-27659777|
293,OPTIK MELAWAI LIVING WORLD,BANTEN,TANGERANG SELATAN,LIVING WORLD GF UNIT 10,021-53125493
294,OPTIK MELAWAI BINTARO JAYA PLAZA,BANTEN,TANGERANG SELATAN,"Plaza Bintaro Jaya Lt. Dasar Blok E-14, Sektor 3A Jl. Bintaro Utama 3A",021-7355360
295,OPTIK MELAWAI BSD RUKO,BANTEN,TANGERANG SELATAN,KOMPLEK BSD BLOK 3A-2,021-53191757
296,OPTIK MELAWAI LOTTE MALL BINTARO,BANTEN,TANGERANG SELATAN,LOTTE MART BINTARO  LT. GF UNIT 7,021-29310808
297,OPTIK MELAWAI RUKO BINTARO,BANTEN,TANGERANG SELATAN,"JL. WAHID HASYIM BLOK FG 12,13,14 - SEKTOR VII",021-7459230
298,OPTIK MELAWAI RUKO PAMULANG,BANTEN,TANGERANG SELATAN,JL. SILIWANGI PAMULANG TERRACE SH 14 NO. 6,021-7444699
299,OPTIK MELAWAI TRANSMART BINTARO,BANTEN,TANGERANG SELATAN,"Jl. Kby Utama, Paku Jaya, Kec. Serpong Utara, Kota Tangerang, Banten 15326",021-22219992
300,OPTIK MELAWAI BINTARO XCHANGE,BANTEN,TANGERANG SELATAN,BINTARO XCHANGE GF NO.220,021-29864649
301,OPTIK MELAWAI PLAZA BUMI SERPONG DAMAI,BANTEN,TANGERANG SELATAN,"BSD Plaza Jl. Raya Serpong, Lengkong Wetan, Kec. Serpong, Tangerang Selatan",021-5371431
302,PAMULANG MEDICAL CENTER (PMC),BANTEN,TANGERANG SELATAN,Jl. Raya Pamulang Blok D 2/2 Pamulang. Tangerang Selatan,'021-740 5317
303,DENTALOUNGE BSD,BANTEN,TANGERANG SELATAN,"APARTEMEN TREEPARK LT.2 UNIT C-08B, CBC SUNBURST BSD CITY KAV.II NO.17",021-80827599
304,KLINIK TIRTA MEDICAL CENTRE TANGERANG,BANTEN,TANGERANG SELATAN,KAWASAN NIAGA VILA MELATI MAS SQUARE BLOK A NO.25 JL. RAYA SERPONG BSD,021-5377479||
305,KLINIK ARCHA MEDICA,BANTEN,TANGERANG SELATAN,"JL. RAWA BUNTU UTARA 1 SEKTOR 1,4 BLOK H1 NO.2 BSD",021-53153535|
306,OPTIK SEIS TRANSPARK BINTARO,BANTEN,TANGERANG SELATAN,"FIRST FLOOR UNIT F1 - 30, JL. HR. RASUNA SAID CBD BINTARO JAYA, BLOK A3 NO. 7,9 DAN 9A, BINTARO JAYA SEKTOR 7, PONDOK AREN",021-39700496|
307,HAPPY DENTAL CLINIC BINTARO,BANTEN,TANGERANG SELATAN,TRANSPARK BINTARO LT.1 JL. PROF.DR.SATRIO NO.5,021-39700742||
308,RSIA PRIMA MEDIKA BINTARO,BANTEN,TANGERANG SELATAN,"JL. W R SUPRATMAN NO.69, PD. RANJI, KEC. CIPUTAT TIMUR",021-7425751|
309,PARAHITA BSD TANGERANG,BANTEN,TANGERANG SELATAN,"RUKO MATAHARI WTC BSD NO.5821 SERPONG, JL. RAYA SERPONG NO.5819, PD. JAGUNG, TANGERANG SELATQN, KOTA TANGERANG SELATAN, BANTEN 15310",021-5384292 / 5315568||
310,OPTIK SATURDAYS BINTARO XCHANGE MALL,BANTEN,TANGERANG SELATAN,BINTARO XCHANGE MALL LT LG - UNIT 127 B. BINTARO XCHANGE MALL. BOULEVARD BINTARO JAYA BLOK O-2 BINTARO JAYA SEKTOR VII,0878-4855-2500|
311,FDC DENTAL CLINIC (PONDOK AREN 1),BANTEN,TANGERANG SELATAN,"JL. CEGER RAYA NO.90, JURANG MANGU TIMUR, KEC. PD. AREN",021-73663354||
312,RSIA. CINTA KASIH,BANTEN,TANGERANG SELATAN,JL. CIPUTAT BARU RAYA NO.10 CIPUTAT,021-74706020 / 7424639||
313,RSIA. DHIA,BANTEN,TANGERANG SELATAN,"JL.  CENDRAWASIH NO.90, SAWAH LAMA CIPUTAT, TANGERANG SELATAN",021-7494550/ 70310242||
314,KLINIK KF.0115 - PAMULANG,BANTEN,TANGERANG SELATAN,"JL. PAMULANG PERMAI RAYA D2/1A, PAMULANG-KOTA TANGERANG SELATAN",021-7413543||
315,KLINIK KF.TIARA,BANTEN,TANGERANG SELATAN,"Jl. Siliwangi No.8, Pamulang Bar., Kec. Pamulang, Kota Tangerang Selatan, Banten 15417",021-7443816|
316,KLINIK KF.0267 - BINTARO,BANTEN,TANGERANG SELATAN,JL. BINTARO UTAMA BLOK EA2 NO.35 SEKTOR 5 BINTARO,021-7371018
317,KLINIK KF. KEDAUNG,BANTEN,TANGERANG SELATAN,"Jl. Kedaung RT 001/002, Kec. Pamulang",021-7448880|
318,KLINIK KF. 0095 - BSD,BANTEN,TANGERANG SELATAN,"Jl. Raya Serpong Sektor VII BSD Blok RP No. 92, Pakulonan",021-5372231|
319,KLINIK KF. 0817 - PONDOK BETUNG,BANTEN,TANGERANG SELATAN,"Jl. Raya Pondok Betung Komp. Ruko No. 4-5, Pondok Betung",021-22732377|
320,KLINIK KF. CIPONDOH,BANTEN,TANGERANG SELATAN,"Jl. Raya Pamulang Permai II B 10 No. 13, Pamulang",021-55740947|
321,KLINIK KF. 0447 - CIRENDEU,BANTEN,TANGERANG SELATAN,"Jl. Cirendeu Raya No. 27 C, Ciputat, Pisangan, Ciputat Timur",021-7415997|
322,KLINIK KF. 0219 - SITU GINTUNG,BANTEN,TANGERANG SELATAN,"Jl. Ir. H Juanda No. 111A, Cempaka Putih",021-7401868|
323,KLINIK KF. TAMAN TECHNO,BANTEN,TANGERANG SELATAN,"Jl. Tekno Widya Blok I2 - I3, Setu",0823-8802-6810|
324,KLINIK KF. 0561 - GRAHA RAYA,BANTEN,TANGERANG SELATAN,"Jl. Anggrek Loka A1 No. 11C, Ruko Anggrek Loka, Paku Jaya",082111664848
325,KLINIK KF. PONPES MADINATUNNAJAH,BANTEN,TANGERANG SELATAN,"Jl. Sumatera No. 97, Jombang, Kec. Ciputat",0821-1202-4952|
326,LABKLIN KF. TIARA,BANTEN,TANGERANG SELATAN,"Jl. Siliwangi No.8, Pamulang Bar., Kec. Pamulang, Kota Tangerang Selatan, Banten 15417",021- 7413543|
327,KLINIK PERTAMINA BSD,BANTEN,TANGERANG SELATAN,"RUKO GOLDEN VIENNA SEKTOR XII BLOK CA NO 31, KEL RAWA BUNTU, KEC. SERPONG",081-1981-509|
328,ARCHA CLINIC,BANTEN,TANGERANG SELATAN,"JL. PAHLAWAN SERIBU, RUKO BSD JUNCTION BLOK B 01,02,03",021-53162096 / 53162097|
329,SILOAM KLINIK GRAHA RAYA,BANTEN,TANGERANG SELATAN,"RUKO MELIA WALK GRAHA RAYA BLOK MD B, NO.17 PAKUJAYA, SERPONG",021-53131092||
330,SILOAM KLINIK PONDOK CABE,BANTEN,TANGERANG SELATAN,"JL. RAYA PONDOK CABE, KEL.PONDOK CABE, PAMULANG",021-7448491||
331,OPTIK TUNGGAL MAL ALAM SUTERA ( AST ),BANTEN,TANGERANG SELATAN,"JL.JALUR SUTERA BARAT KAV.16, ALAM SUTERA",021-3044 9240||
332,OPTIK TUNGGAL BINTARO LIFE STYLE ( BLS ),BANTEN,TANGERANG SELATAN,"JL.LINGKAR TOL, KELURAHAN PONDOK JAYA, KEC.PONDOK AREN",021-2986 4650||
