nama_rumah_sakit,alamat,telp,text
RS AWAL BROS A. YANI,"JL JEND A YANI NO 73, PEKANBARU",(0761)21000,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik
RS CIPUTRA HOSPITAL CITRA RAYA TANGERANG,"CITRA RAYA BOULEVARD BLOK V, SEKTOR 3 MEKARBAKTI PANONGAN, TANGERANG",(021)59405555,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS KHUSUS BEDAH SS MEDIKA,"JL SALEMBA SATU NO 11-13, JAKARTA PUSAT",(021)3913336,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS MATA SMEC BALIKPAPAN,"KOMP.BALIKPAPAN BARU BLOK AA2B, NO 16, BALIKPAPAN",(0542)876732,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | Rawat_Inap | Rawat_Jalan | - | Optik
RS MAYAPADA HOSPITAL BOGOR,"JL. PAJAJARAN INDAH V / 97, BOGOR",(0251)8307900,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS MENTARI,"JL RAYA LEGOK KARAWACI, KM 4 BOJONG NANGKA, TANGERANG",(021)22228000,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS MITRA KELUARGA BINTARO,"JL BINTARO UTAMA SEKTOR 3A, PONDOK AREN, TANGERANG SELATAN",(021)27659777,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS RESTU KASIH,"JL RAYA BOGOR KM 19, KRAMAT JATI, JAKARTA TIMUR",(021)8001177,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RS SARI ASIH KARAWACI,"JL. IMAM BONJOL 38, TANGERANG",(021)5522794,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SURYA HUSADHA DENPASAR,"JL PULAU SERANGAN NO 7, DENPASAR, DENPASAR",(0361)233787,Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SURYA HUSADHA UBUNG,"JL COKROAMINOTO NO 356, UBUNG, DENPASAR",(0361)425744,Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BALI | KOTA DENPASAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS YARSI,"JL.LETJEN R.SOEPRAPTO KAV.13, CEMPAKA PUTIH, JAKARTA PUSAT",(021)80618618,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ANANDA BEKASI,"JL. SULTAN AGUNG NO. 173, BEKASI",(021)8854338,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AWAL BROS BAGAN BATU,"JL LINTAS RIAU- SUMATERA UTARA, KM.1, KEC. BAGANSINEMBAH, ROKAN HILIR",(007)65551515,Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AWAL BROS BOTANIA BATAM,"JL RAYA ALI KELANA BOTANIA, KEC. BATAM KOTA, BATAM",(0778)8098888,Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU BUDI KEMULIAAN JAKARTA,"JL BUDI KEMULIAAN NO. 25, GAMBIR, JAKARTA PUSAT",(021)3842828,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS CITRA SUNDARI,"JL. TEMU PUTIH NO. 100 CILEGON, CILEGON",(0254)396710,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS MATA SMEC MEDAN,"JL ISKANDAR MUDA NO 277, MEDAN",(061)4525058,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik
RS MATA SMEC PEKANBARU,"JL ARIFIN AHMAD NO 92, PEKANBARU",(0761)565686,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik
RS MAWADDAH MEDIKA,"JL.RAYA NGIJINGAN DS.PURWOJATI, KEC. NGORO KAB. MOJOKERTO, MOJOKERTO",(0321)596666,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MOJOKERTO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MOJOKERTO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MOJOKERTO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS MITRA MEDIKA PREMIERE,"JL. LT. JEND. S PARMAN NO.236, MEDAN",(061)4502021,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik
RS PERMATA BEKASI,"JL LEGENDA RAYA NO 9, MUSTIKA JAYA, BEKASI",(021)8251919,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PRIMAYA INCO SOROWAKO,"JL. DIPONEGORO SOROAKO, KAB LUWU TIMUR, SOROAKO",(021)5249100,Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KABUPATEN LUWU TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KABUPATEN LUWU TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KABUPATEN LUWU TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SMEC JAKARTA,"JL PEMUDA NO 36, JAKARTA TIMUR",(021)4714848,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RS 3M PLUS,"JL LINGKAR II NO. 11, 13, TEMBILAHAN, INDRAGIRI HILIR, INDRAGIRI HILIR",(021)29268080,Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN INDRAGIRI HILIR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN INDRAGIRI HILIR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN INDRAGIRI HILIR | Rawat_Inap | Rawat_Jalan | - | Optik
RSIA ABBY LHOKSEUMAWE,"JL. TEUNGKU CIK DITIRO NO.28, LANCANG GARAM, BANDA SAKTI, LHOKSEUMAWE",(0645)6500284,Global Excel Indonesia | Individu | Cashless | ACEH | KOTA LHOKSEUMAWE | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA LHOKSEUMAWE | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA LHOKSEUMAWE | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ABDI WALUYO,"JL. HOS. COKROAMINOTO NO.31-32, MENTENG, JAKARTA PUSAT",(021)3144989,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU ADELLA SLAWI,"JL. PROF MOH YAMIN NO 77, KUDAILE, SLAWI",(0283)491154,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN TEGAL | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN TEGAL | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN TEGAL | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ADVENT BANDAR LAMPUNG,"JL. TEUKU UMAR NO. 48, BANDAR LAMPUNG",(0721)703459,Global Excel Indonesia | Individu | Cashless | LAMPUNG | KOTA BANDAR LAMPUNG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | LAMPUNG | KOTA BANDAR LAMPUNG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | LAMPUNG | KOTA BANDAR LAMPUNG | Rawat_Inap | Rawat_Jalan | - | Optik
RS AIRLANGGA JOMBANG,"JL. AIRLANGGA NO 50C, JELAKOMBO, JOMBANG",(0321)861577,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JOMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JOMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JOMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AISYIYAH BOJONEGORO,"JL. KH. HASYIM ASY'ARI NO.17,, BOJONEGORO",(0353)881748,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BOJONEGORO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BOJONEGORO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BOJONEGORO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AISYIYAH MUNTILAN,"JL KH A DAHLAN NO 24, MUNTILAN, MAGELANG",(0293)587372,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU AISYIYAH PONOROGO,"JL. DR. SUTOMO NO. 18-24, PONOROGO",(0352)461560,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN PONOROGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN PONOROGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN PONOROGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU AL-FUADI,"JL .A. YANI NO 23, BINJAI",(061)8828919,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA BINJAI | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA BINJAI | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA BINJAI | Rawat_Inap | Rawat_Jalan | - | Optik
RS ALTIUS HOSPITALS HARAPAN INDAH,"JL.HARAPAN INDAH BULEVAR, SEKTOR V, PUSAKA RAKYAT, BEKASI",(021)30008877,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AMALIA BONTANG,"JL R SOEPRAPTO NO 22, BONTANG",(0548)25050,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BONTANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BONTANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BONTANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSIA AMANAH PROBOLINGGO,"JL. DR. MOH.SALEH NO.43, PROBOLINGGO",(0335)423487,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PROBOLINGGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PROBOLINGGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PROBOLINGGO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ANTAM MEDIKA,"JL PEMUDA RAYA NO 1A, PULO GADUNG, JAKARTA TIMUR",(021)80614888,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RSIA ANUGERAH SEMARANG,"JL KALISARI BARU, NO 5-7, SEMARANG",(0248)313543,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AR BUNDA LUBUKLINGGAU,"JL.GARUDA GG. DELIMA NO.245, RT.03 , LUBUKLINGGAU BARAT I, LUBUKLINGGAU",(0733)324955,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik
RS ASIH ABYAKTA,"JL RAYA SURABAYA MALANG KM 42, NO 88 KEPULUNGAN GEMPOL, PASURUAN",(034)36741937,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BANDUNG,"JL. GATOT SUBROTO NO.47A, MALABAR, BANDUNG",(022)87327952,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BANDUNG SETRASARI,"RUKO SETRASARI PLAZA, JL. SURYA SUMANTRI NO.A-8, BANDUNG",(021)27820952,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BEKASI,"RUKO GRAND GALAXY CITY, BLOK RGG NO.26, BEKASI",(021)82733123,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BINTARO,"RUKAN VICTORIAN BINTARO, JL BINTARO UTAMA SEKTOR 3A, TANGERANG",(021)22734928,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BOGOR BARU,"JL.BARU SHOLEH ISKANDAR NO 18B, BOGOR, BOGOR",(021)27820952,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BOGOR,"JL PANDU RAYA NO 145, TEGAL GUNDIL, BOGOR",(025)1843780,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL BSD,"RUKO GOLDEN BOULEVARD, BLOK Q NO 3 JL PAHLAWAN SERIBU, TANGERANG",(021)53161399,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL CAWANG,"JL. DEWI SARTIKA NO.292, CAWANG, JAKARTA TIMUR",(021)27820952,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK AUDY DENTAL CIBUBUR,"KOMPLEK RUKO JIMBARAN, CITRA GRAN BLOK R1 NO.19, JAKARTA TIMUR",(021)29268080,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik
