nama_rumah_sakit,alamat,telp,text
RSKIA EKA GRAND FAMILY,"KOMPLEK ELANG LAUT BOULEVARD, JL. PANTAI INDAH SELATAN NO.1, RT.3/RW.3, KAMAL MUARA, KEC. PENJARINGAN, KOTA JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14470",021-296333777,DKI JAKARTA | KOTA JAKARTA UTARA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
TZU CHI HOSPITAL,"JL. PANTAI INDAH KAPUK BOULEVARD, KEL. KAMAL MUARA, PENJARINGAN, JAKARTA UTARA, DKI JAKARTA 14470",021-55963600,DKI JAKARTA | KOTA JAKARTA UTARA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA HATI,"SUNGAI PINANG, BUNGO DANI, BUNGO REGENCY, JAMBI",0747-7331122,JAMBI | KABUPATEN BUNGO | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS KAMBANG JAMBI,"JL. KOLONEL AMIR HAMZAH NO. 53, SEI KAMBANG, TELANAIPURA, SELAMAT, JAMBI, KOTA JAMBI, JAMBI",0741-61714,JAMBI | KOTA JAMBI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS SANTA THERESIA JAMBI,"JL. DOKTER SUTOMO NO.19, PS. JAMBI, KOTA JAMBI, JAMBI",0741-23119,JAMBI | KOTA JAMBI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS JAMBI,"JL. SOEKARNO HATTA, PAAL MERAH JAMBI-36139",0741-573333,JAMBI | KOTA JAMBI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA SOREANG,"JALAN TERUSAN AL FATHU NO. 9 RT 02 RW 08 SARILAMPING. KEL SOREANG, KEC. SOREANG KAB. BANDUNG PROV. JAWA BARAT 40911",022-5892525,JAWA BARAT | KABUPATEN BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS CAHYA KAWALUYAN,"JL..PARAHYANGAN 3, PADALARANG, CIPEUNDEUY, PADALARANG, KABUPATEN BANDUNG BARAT, JAWA BARAT",022-6803700,JAWA BARAT | KABUPATEN BANDUNG BARAT | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
EKA HOSPITAL BEKASI,"KOTA HARAPAN INDAH NO.9, RT.10/RW.8, PUSAKA RAKYAT, KEC. TARUMAJAYA, BEKASI, JAWA BARAT 17214",021-50935555,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS EMC CIBITUNG,"KAWASAN INDUSTRI MM2100 JALAN KALIMANTAN BLOK CB-1, GANDASARI, KEC. CIKARANG BARAT, KABUPATEN BEKASI, JAWA BARAT 17530",021- 50570999,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS EMC CIKARANG,"KOMP THE OASIS KAV NO.1, JL. RAYA CIKARANG - CIBARUSAH NO.SELATAN, SUKARESMI, CIKARANG SELATAN, BEKASI, JAWA BARAT",021-29779999,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA GRAND WISATA,"GRAND WISATA, JL. FESTIVAL BOULEVARD BLOK JA NO. 1, LAMBANGSARI, TAMBUN SELATAN, BEKASI, JAWA BARAT",021-82651212,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA METLAND CIBITUNG,"PERUM METLAND CIBITUNG, JL. RAYA METLAND CIBITUNG, TELAGAMURNI, KEC. CIKARANG BARAT, BEKASI, JAWA BARAT 17530",021-88362626,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA CIKARANG,"JL. RAYA INDUSTRI NO.100, MEKARMUKTI, CIKARANG UTARA, BEKASI, JAWA BARAT","021-89840500 /
898409000",JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA DELTA MAS,"JL. DELTA MAS BOULEVARD, SUKAMAHI, KEC. CIKARANG PUSAT, KABUPATEN BEKASI, JAWA BARAT 17530",021-89978888,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA GRAND WISATA,JL BOULEVARD GRAND WISATA LAMBANGSARI KECAMATAN TAMBUN SELATAN KABUPATEN BEKASI JAWA BARAT 17510,0214-5852-70,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS RIDHOKA SALMA,"JL. RAYA IMAM BONJOL NO.7, KALIJAYA, KEC. CIKARANG BARAT, BEKASI, JAWA BARAT",021-89116527,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS LIPPO CIKARANG,"JL. MUHAMMAD HAJI THAMRIN KAV. 105, CIBATU, CIKARANG SELATAN",021-89901088,JAWA BARAT | KABUPATEN BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
EKA HOSPITAL CIBUBUR,"PERUM KOTA WISATA KAVLING V2, DESA NAGRAK, KECAMATAN GUNUNG PUTRI, BOGOR 16967",021-50855555,JAWA BARAT | KABUPATEN BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS BINA HUSADA,"JL. MAYOR OKING JAYA ATMAJA KM.1 NO.101, CIRIUNG, CIBINONG, BOGOR, JAWA BARAT",021-8753422,JAWA BARAT | KABUPATEN BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS EMC SENTUL,"JL. MH. THAMRIN NO.KAV. 57, CITARINGGUL, BABAKAN MADANG, BOGOR, WEST JAVA","021-29672990 /
29672977",JAWA BARAT | KABUPATEN BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA CIAWI,"JL. KAMPUNG GADOG RT.001 RW. 003 DESA PANDAN SARI, KEC. CIAWI, KAB. BOGOR, JAWA BARAT 16720",(0251) 8407575,JAWA BARAT | KABUPATEN BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA MEKARSARI,"JL. RAYA CILEUNGSI-JONGGOL KM1 RT.01 RW.04 KEL. CILEUNGSI, BOGOR",021-29232525,JAWA BARAT | KABUPATEN BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSU PERMATA BUNDA CIAMIS,"JL IR. IWA KUSUMA SUMANTRI, NO.1, KERTASARI, KEC. CIAMIS, KABUPATEN CIAMIS, JAWA BARAT",0265-771650,JAWA BARAT | KABUPATEN CIAMIS | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA PLUMBON CIREBON,"JL. RAYA PLUMBON KM.11, GOMBANG, PALIMANAN, PLUMBON, CIREBON, JAWA BARAT",0231-323100,JAWA BARAT | KABUPATEN CIREBON | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS PERMATA CIREBON,"JL. TUPAREV NO. 117 RT. 001 RW 002, DESA PILANGSARI, KEC. KEDAWUNG, KAB. CIREBON, JAWA BARAT 45153",0231- 8338877,JAWA BARAT | KABUPATEN CIREBON | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS NURHAYATI GARUT,"JL. JENDERAL SUDIRMAN NO.6, SUCI, KARANGPAWITAN, KABUPATEN GARUT, JAWA BARAT",0262-238966,JAWA BARAT | KABUPATEN GARUT | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL KARAWANG,"JL. ARTERI GALUH MAS KAVELING KOMERSIAL GALUH MAS BLOK 10, KEL. PUSEURJAYA, KEC. TELUKJAMBE TIMUR, KARAWANG, JAWA BARAT 41361",0267-8417000,JAWA BARAT | KABUPATEN KARAWANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA KARAWANG,"JL. TUPAREV BLOK SUKASARI NO.386A, RT.2/RW.4, KARAWANG WETAN, KEC. KARAWANG TIMUR, KABUPATEN KARAWANG, JAWA BARAT",0267-841 2525,JAWA BARAT | KABUPATEN KARAWANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA FAMILY,"JL. GALUH MAS RAYA, SUKAHARJA, TELUKJAMBE TIMUR, KABUPATEN KARAWANG, JAWA BARAT","0267-8458327 /
8458328",JAWA BARAT | KABUPATEN KARAWANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSU ASRI PURWAKARTA,"JL. VETERAN NO.15, NAGRI KALER, BABAKANCIKAO, KABUPATEN PURWAKARTA, JAWA BARAT",0264-211680,JAWA BARAT | KABUPATEN PURWAKARTA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS PURWAKARTA,JL. RAYA BUNGURSARI NO. 1 PURWAKARTA 41181,"0264- 219 168 / 0264-
911 0843 / 0264-862
8900",JAWA BARAT | KABUPATEN PURWAKARTA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSU PTPN VIII SUBANG,"JL. OTTO ISKANDARDINATA NO.1, KARANGANYAR, COKLAT, KABUPATEN SUBANG, JAWA BARAT 41211","0260-420406 /
411632/34",JAWA BARAT | KABUPATEN SUBANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL SUKABUMI,"JL. R.A. KOSASIH NO.45, SUKARAJA, KEC. SUKARAJA, KABUPATEN SUKABUMI, JAWA BARAT 43192",0266-221166,JAWA BARAT | KABUPATEN SUKABUMI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA SUKABUMI,"JL. RAYA SUKARAJA, RT. 003/ RW. 03, SUKARAJA, SUKABUMI, JAWA BARAT",0266-6249292,JAWA BARAT | KABUPATEN SUKABUMI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
MAYAPADA HOSPITAL BANDUNG,"JL. TERUSAN BUAH BATU NO.5, BATUNUNGGAL/BATUCIKAL, BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT",022-86023777,JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
MELINDA CARDIO VASCULAR CENTER,"JL. DR. CIPTO NO.11, PASIR KALIKI, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40171",2263199888,JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA ARCAMANIK,"JL. A H NASUTION NO.50, ANTAPANI, KOTA BANDUNG, JAWA BARAT",022-87242525,JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA PASTEUR,"JL. DR. DJUNJUNAN NO.107, PASTEUR, PAJAJARAN, CICENDO, KOTA BANDUNG, JAWA BARAT",022-6072525,JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS IMMANUEL,"JL. RAYA KOPO NO.161, SITUSAEUR, BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT",022-5201656 / 5201051,JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MELINDA 2,"JL. DR. CIPTO NO. 1, PASIRKALIKI, CICENDO, KOTA BANDUNG, JAWA BARAT","022-4267888 /
4233777",JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSIA MELINDA,"JL. PAJAJARAN NO.46, PASIR KALIKI, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT","022-4222788 /
4222388",JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL RAJAWALI,JL RAJAWALI NO 38,"022-6031087, 6011913,
6079143",JAWA BARAT | KOTA BANDUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL BEKASI BARAT,JL. KH. NOER ALI KAV 17-18 KALIMALANG BEKASI BARAT 17144,021-8868888,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL BEKASI TIMUR,"JL. HAJI MULYADI JOYOMARTONO NO. 47, MARGAHAYU, BEKASI TIMUR, KOTA BEKASI, JAWA BARAT",021-82679999,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL BEKASI UTARA,"JL. KALIABANG VILLA INDAH PERMAI (GOLDEN CITY) BLOK G NO.1, RT.001/RW.033, TLK. PUCUNG, KEC. BEKASI UTARA, KOTA BKS, JAWA BARAT",021-88892000,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS EMC PEKAYON,"JL. PULO RIBUNG NO.1, RT.001/RW.021, PEKAYON JAYA, KEC. BEKASI SELATAN, KOTA BEKASI, JAWA BARAT",021-29779999,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA BEKASI,JL. KEMAKMURAN NO. 39 MARGAJAYA BEKASI,021-8842121,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA GALAXY,JL. GARDENIA RAYA BLOK BA 1 NO. 11,021-82417777,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA BEKASI,"JL. JENDRAL AHMAD YANI, KAYURINGIN JAYA, KOTA BEKASI, JAWA BARAT",021-8853333,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA BEKASI TIMUR,"JL. PENGASINAN, RAWA SEMUT, MARGAHAYU, BEKASI TIMUR, JAWA BARAT",021-8817777,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA CIBUBUR,"JL. ALTERNATIF TRANSYOGI CIBUBUR, JATISAMPURNA, KOTA BEKASI, JAWA BARAT",021-84311777,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA PRATAMA JATIASIH,"JL. RAYA JATIMEKAR, RT.01/RW.012, JATIMEKAR, KEC. JATIASIH, KOTA BKS, JAWA BARAT",021-85511000,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS BEKASI SEPANJANG JAYA,"JL. PRAMUKA NO.12, RAWALUMBU, BEKASI",021-8221570 / 8224587,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS BEKASI TIMUR,"JL. CHAIRIL ANWAR BLU PLAZA NO. 27 RT 004/RW 009 KELURAHAN MARGAHAYU, KEC. BEKASI TIMUR, BEKASI 17113",021-80611900,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS SENTOSA BEKASI,"JL PAHLAWAN NO. 60 DUREN JAYA, BEKASI TIMUR",021-8806140,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
MAYAPADA HOSPITAL BOGOR,"JL. PAJAJARAN INDAH V NO.97, RT.01/RW.11, BARANANGSIANG, KEC. BOGOR TIMUR, KOTA BOGOR, JAWA BARAT","0251-390619 / 390435 /
34600",JAWA BARAT | KOTA BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA BOGOR,"JL. RING ROAD I- KAVLING 23,25,27 PERUMAHAN TAMAN YASMIN, CURUG MEKAR, BOGOR",0251-328222,JAWA BARAT | KOTA BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS BOGOR,"JL. PAJAJARAN NO. 27, KEL. BABAKAN, KEC. BOGOR TENGAH, KOTA BOGOR","0251-8303900 ext
22100",JAWA BARAT | KOTA BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS UMMI BOGOR,"JL. EMPANG II NO. 2, BOGOR, EMPANG, BOGOR SELATAN, KOTA BOGOR, JAWA BARAT",0251-8341600,JAWA BARAT | KOTA BOGOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA CILEGON,"KAWASAN PT BONAULI REAL ESTATE, JL TERUSAN BONAKARTA RT 01 RW 01, KELURAHAN MASIGIT, KEC. JOMBANG, KOTA CILEGON, BANTEN","0254 – 8572525 / 0254
- 7879916",JAWA BARAT | KOTA CILEGON | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS PUTERA BAHAGIA CIREBON,"JL. CIREMAI RAYA NO. 114. KEL. KECAPI. KEC.HARJAMUKTI, KOTA CIREBON","0231-207351 / 0231-
485654",JAWA BARAT | KOTA CIREBON | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
EKA HOSPITAL DEPOK,"JL. MARGONDA NO.222A, KEMIRI MUKA, KECAMATAN BEJI, KOTA DEPOK, JAWA BARAT 16423",021-50900555,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL DEPOK,"JL. H. DIMUN RAYA, RT.001/RW.024, SUKAMAJU, KEC. CILODONG, KOTA DEPOK, JAWA BARAT 16415",0217-7848-00,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA DEPOK,"JL. SILIWANGI NO.50, DEPOK, PANCORAN MAS, KOTA DEPOK, JAWA BARAT",021-77202525,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MITRA KELUARGA DEPOK,"JL. MARGONDA RAYA, PANCORAN MAS, DEPOK, JAWA BARAT",021-77210700,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS PURI CINERE,"JL. MARIBAYA NO.1, PANGKALAN JATI, CINERE, KOTA DEPOK, JAWA BARAT",021-7545488,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SILOAM HOSPITALS CINERE ( RS KHUSUS JANTUNG DIAGRAM DEPOK),JL. PURI CINERE  NO. 19 DEPOK 16514,021-7545499,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA TASIKMALAYA,"JL. IR. H. JUANDA NO.7A, CIPEDES, KEC. CIPEDES, KOTA TASIKMALAYA, JAWA BARAT 46133",0256-3172525,JAWA BARAT | KOTA TASIKMALAYA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA PURWOKERTO,"JL. YOS SUDARSO NO.2, REJASARI, PURWOKERTO BARAT, BANYUMAS, JAWA TENGAH",0281-7772525,JAWA TENGAH | KABUPATEN BANYUMAS | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS PKU MUHAMMADIYAH CEPU,"JL. RONGGOLAWE NO.137, MEGAL, BALUN, KEC. CEPU, KABUPATEN BLORA, JAWA TENGAH 58311",0296-421727,JAWA TENGAH | KABUPATEN BLORA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HARAPAN SEHAT BUMIAYU,"JL. LINGKAR BUMIAYU PEREMPATAN NEGARADAHA, BUMIAYU, BREBES",0289-4403277,JAWA TENGAH | KABUPATEN BREBES | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS ISLAM FATIMAH CILACAP,"JL. IR. H. JUANDA NO.20, AMIRANOM, KEBONMANIS, KEC. CILACAP UTARA, KABUPATEN CILACAP, JAWA TENGAH",0282-542396,JAWA TENGAH | KABUPATEN CILACAP | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS GRAHA HUSADA JEPARA,"JL. MH THAMRIN NO.14, PANGGANG II, PANGGANG, KEC. JEPARA, KABUPATEN JEPARA, JAWA TENGAH 59411",0291-597807,JAWA TENGAH | KABUPATEN JEPARA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS PKU MUHAMMADIYAH GOMBONG,"JL. YOS SUDARSO NO.461, SANGKALPUTUNG, SEMONDO, KEC. GOMBONG, KABUPATEN KEBUMEN, JAWA TENGAH 54412",0287-471780,JAWA TENGAH | KABUPATEN KEBUMEN | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MARDI RAHAYU,"JL. AKBP AGIL KUSUMADYA NO.110, JATIREJO, JATI WETAN, KEC. JATI, KABUPATEN KUDUS, JAWA TENGAH",0291-434707,JAWA TENGAH | KABUPATEN KUDUS | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSU SYUBBANUL WATHON,"JL. MAGELANG-KOPENG KM. 08, DUSUN NUREN, KELURAHAN PURWOSARI, KECAMATAN TEGALREJO, KABUPATEN MAGELANG, JAWA TENGAH","0293-2911900 /
80625508",JAWA TENGAH | KABUPATEN MAGELANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS KELUARGA SEHAT PATI,"JL. P. SUDIRMAN NO.9, GEBYARAN, SUKOHARJO, KEC. MARGOREJO, KABUPATEN PATI, JAWA TENGAH 59163",0295-386111,JAWA TENGAH | KABUPATEN PATI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS SANTA MARIA PEMALANG,"JL. PEMUDA NO.24, MULYOHARJO, KEC. PEMALANG, KABUPATEN PEMALANG, JAWA TENGAH 52313",0284-321251,JAWA TENGAH | KABUPATEN PEMALANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS BHINA BHAKTI HUSADA,"JL. PEMUDA KM 4, NGOTET, NRONDO, TURUSGEDE, KEC. REMBANG, KABUPATEN REMBANG, JAWA TENGAH",0295-6980777,JAWA TENGAH | KABUPATEN REMBANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS INDRIATI BARU SUKOHARJO,"JL. PALEM RAYA, LANGENHARJO, GROGOL, LANGENHARJO, GROGOL, KABUPATEN SUKOHARJO, JAWA TENGAH",0271-5722000,JAWA TENGAH | KABUPATEN SUKAHARJO | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSU ADELLA,"JL. PROF. MOHAMMAD YAMIN, NO. 77, KUDAILE SLAWI TEGAL, JAWA TENGAH 52413",0283-491154 / 491773,JAWA TENGAH | KABUPATEN TEGAL | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS KRISTEN NGESTI WALUYO,"JL. PAHLAWAN, JUBUG, WANUTENGAH, PARAKAN, KABUPATEN TEMANGGUNG, JAWA TENGAH",0293-596008,JAWA TENGAH | KABUPATEN TEMANGGUNG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA WONOGIRI,"JL. RAYA WONOGIRI, KM. 5, NGADIROJO, JATIBEDUG, PURWOREJO, KEC. WONOGIRI, KABUPATEN WONOGIRI, JAWA TENGAH",0273-5327365,JAWA TENGAH | KABUPATEN WONOGIRI | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HARAPAN MAGELANG,"JL. PANEMBAHAN SENOPATI NO.11, JURANGOMBO UTARA, KEC. MAGELANG SEL., KOTA MAGELANG, JAWA TENGAH 56123",0293-364033/37,JAWA TENGAH | KOTA MAGELANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA PEKALONGAN,"JL. JENDRAL SUDIRMAN NO.16A, RW.6, PODOSUGIH, KEC. PEKALONGAN BARAT, KOTA PEKALONGAN, JAWA TENGAH",0285-432525,JAWA TENGAH | KOTA PEKALONGAN | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RSIA HERMINA MUTIARA BUNDA SALATIGA,"JL. MERAK NO.8, MANGUNSARI, KEC. SIDOMUKTI, KOTA SALATIGA, JAWA TENGAH",0298-328 873,JAWA TENGAH | KOTA SALATIGA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRIMAYA HOSPITAL SEMARANG,"JL. KEDUNGMUNDU NO.24, KEDUNGMUNDU, KEC. TEMBALANG, KOTA SEMARANG, JAWA TENGAH 50273",024-86008600,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA BANYUMANIK,"JL. JENDERAL POL ANTON SUJARWO NO.195A, SRONDOL WETAN, BANYUMANIK, SRONDOL WETAN, BANYUMANIK, KOTA SEMARANG, JAWA TENGAH",024-76488989,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS HERMINA PANDANARAN,"JL. PANDANARAN NO.24, RANDUSARI, SEMARANG SELATAN, PEKUNDEN, SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH",024-8411112,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
RS MATA JEC CANDI SEMARANG,"JL. PAMULARSIH RAYA NO.112, GISIKDRONO, KEC. SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH 50149",0812-1550-5828,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
