Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
54,"MITRA KELUARGA BINTARO, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(021)27659777,"JL BINTARO UTAMA SEKTOR 3A, PONDOK AREN, TANGERANG SELATAN",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 2 SEPTEMBER 2024,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
55,"RESTU KASIH, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)8001177,"JL RAYA BOGOR KM 19, KRAMAT JATI, JAKARTA TIMUR",YA,YA,-,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
56,"SARI ASIH KARAWACI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)5522794,"JL. IMAM BONJOL 38, TANGERANG",YA,YA,YA,YA,Rumah Sakit,"TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025

UNTUK JAM PULANG PASIEN RAWAT INAP  HANYA BISA DILAKUKAN DI JAM KERJA KASIR :

- SENIN S/D JUMAT           : 08.00 S/D 17.00
- SABTU - HARI LIBUR          : 08.00 S/D 15.00 

BILA PASIEN PULANG DILUAR JAM KERJA UNTUK URUSAN ADMINISTRASI AKAN DILAKUKAN DI HARI BERIKUTNYA",daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
57,"SURYA HUSADHA DENPASAR, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BALI,KOTA DENPASAR,(0361)233787,"JL PULAU SERANGAN NO 7, DENPASAR, DENPASAR",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
58,"SURYA HUSADHA UBUNG, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BALI,KOTA DENPASAR,(0361)425744,"JL COKROAMINOTO NO 356, UBUNG, DENPASAR",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
59,"YARSI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)80618618,"JL.LETJEN R.SOEPRAPTO KAV.13, CEMPAKA PUTIH, JAKARTA PUSAT",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 MEI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
60,"ANANDA BEKASI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)8854338,"JL. SULTAN AGUNG NO. 173, BEKASI",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
61,"AWAL BROS BAGAN BATU, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,RIAU,KABUPATEN ROKAN HILIR,(007)65551515,"JL LINTAS RIAU- SUMATERA UTARA, KM.1, KEC. BAGANSINEMBAH, ROKAN HILIR",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
62,"AWAL BROS BOTANIA BATAM, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0778)8098888,"JL RAYA ALI KELANA BOTANIA, KEC. BATAM KOTA, BATAM",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
63,"BUDI KEMULIAAN JAKARTA, RSU",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)3842828,"JL BUDI KEMULIAAN NO. 25, GAMBIR, JAKARTA PUSAT",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
64,"CITRA SUNDARI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(0254)396710,"JL. TEMU PUTIH NO. 100 CILEGON, CILEGON",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
65,"MATA SMEC MEDAN, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(061)4525058,"JL ISKANDAR MUDA NO 277, MEDAN",YA,YA,-,YA,Rumah Sakit Khusus,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
66,"MATA SMEC PEKANBARU, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,RIAU,KOTA PEKANBARU,(0761)565686,"JL ARIFIN AHMAD NO 92, PEKANBARU",YA,YA,-,YA,Rumah Sakit Khusus,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
67,"MAWADDAH MEDIKA, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MOJOKERTO,(0321)596666,"JL.RAYA NGIJINGAN DS.PURWOJATI, KEC. NGORO KAB. MOJOKERTO, MOJOKERTO",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JULI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
68,"MITRA MEDIKA PREMIERE, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(061)4502021,"JL. LT. JEND. S PARMAN NO.236, MEDAN",YA,YA,-,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 MEI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
69,"PERMATA BEKASI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)8251919,"JL LEGENDA RAYA NO 9, MUSTIKA JAYA, BEKASI",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
70,"PRIMAYA INCO SOROWAKO, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,(021)5249100,"JL. DIPONEGORO SOROAKO, KAB LUWU TIMUR, SOROAKO",YA,YA,YA,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 AGUSTUS 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
71,"SMEC JAKARTA, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)4714848,"JL PEMUDA NO 36, JAKARTA TIMUR",YA,YA,-,YA,Rumah Sakit,TANGGAL BERGABUNG MENJADI ALLIANZ BLUE EAGLE NETWORK ADALAH 1 JUNI 2025,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
72,"3M PLUS, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,RIAU,KABUPATEN INDRAGIRI HILIR,(021)29268080,"JL LINGKAR II NO. 11, 13, TEMBILAHAN, INDRAGIRI HILIR, INDRAGIRI HILIR",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
73,"ABBY LHOKSEUMAWE, RSIA",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,ACEH,KOTA LHOKSEUMAWE,(0645)6500284,"JL. TEUNGKU CIK DITIRO NO.28, LANCANG GARAM, BANDA SAKTI, LHOKSEUMAWE",YA,YA,YA,YA,Rumah Sakit Khusus,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
74,"ABDI WALUYO, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)3144989,"JL. HOS. COKROAMINOTO NO.31-32, MENTENG, JAKARTA PUSAT",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
75,"ADELLA SLAWI, RSU",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN TEGAL,(0283)491154,"JL. PROF MOH YAMIN NO 77, KUDAILE, SLAWI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
76,"ADVENT BANDAR LAMPUNG, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,LAMPUNG,KOTA BANDAR LAMPUNG,(0721)703459,"JL. TEUKU UMAR NO. 48, BANDAR LAMPUNG",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
77,"AIRLANGGA JOMBANG, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN JOMBANG,(0321)861577,"JL. AIRLANGGA NO 50C, JELAKOMBO, JOMBANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
78,"AISYIYAH BOJONEGORO, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BOJONEGORO,(0353)881748,"JL. KH. HASYIM ASY'ARI NO.17,, BOJONEGORO",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
79,"AISYIYAH MUNTILAN, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA MAGELANG,(0293)587372,"JL KH A DAHLAN NO 24, MUNTILAN, MAGELANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
80,"AISYIYAH PONOROGO, RSU",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN PONOROGO,(0352)461560,"JL. DR. SUTOMO NO. 18-24, PONOROGO",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
81,"AL-FUADI, RSU",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA BINJAI,(061)8828919,"JL .A. YANI NO 23, BINJAI",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
82,"ALTIUS HOSPITALS HARAPAN INDAH, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)30008877,"JL.HARAPAN INDAH BULEVAR, SEKTOR V, PUSAKA RAKYAT, BEKASI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
83,"AMALIA BONTANG, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA BONTANG,(0548)25050,"JL R SOEPRAPTO NO 22, BONTANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
84,"AMANAH PROBOLINGGO, RSIA",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA PROBOLINGGO,(0335)423487,"JL. DR. MOH.SALEH NO.43, PROBOLINGGO",YA,YA,YA,YA,Rumah Sakit Khusus,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
85,"ANTAM MEDIKA, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)80614888,"JL PEMUDA RAYA NO 1A, PULO GADUNG, JAKARTA TIMUR",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
86,"ANUGERAH SEMARANG, RSIA",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(0248)313543,"JL KALISARI BARU, NO 5-7, SEMARANG",YA,YA,YA,YA,Rumah Sakit Khusus,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
87,"AR BUNDA LUBUKLINGGAU, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KOTA LUBUK LINGGAU,(0733)324955,"JL.GARUDA GG. DELIMA NO.245, RT.03 , LUBUKLINGGAU BARAT I, LUBUKLINGGAU",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
88,"ASIH ABYAKTA, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA PASURUAN,(034)36741937,"JL RAYA SURABAYA MALANG KM 42, NO 88 KEPULUNGAN GEMPOL, PASURUAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
89,"AUDY DENTAL BANDUNG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(022)87327952,"JL. GATOT SUBROTO NO.47A, MALABAR, BANDUNG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
90,"AUDY DENTAL BANDUNG SETRASARI, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(021)27820952,"RUKO SETRASARI PLAZA, JL. SURYA SUMANTRI NO.A-8, BANDUNG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
91,"AUDY DENTAL BEKASI, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)82733123,"RUKO GRAND GALAXY CITY, BLOK RGG NO.26, BEKASI",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
92,"AUDY DENTAL BINTARO, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)22734928,"RUKAN VICTORIAN BINTARO, JL BINTARO UTAMA SEKTOR 3A, TANGERANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
93,"AUDY DENTAL BOGOR BARU, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BOGOR,(021)27820952,"JL.BARU SHOLEH ISKANDAR NO 18B, BOGOR, BOGOR",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
94,"AUDY DENTAL BOGOR, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BOGOR,(025)1843780,"JL PANDU RAYA NO 145, TEGAL GUNDIL, BOGOR",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
95,"AUDY DENTAL BSD, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(021)53161399,"RUKO GOLDEN BOULEVARD, BLOK Q NO 3 JL PAHLAWAN SERIBU, TANGERANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
96,"AUDY DENTAL CAWANG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)27820952,"JL. DEWI SARTIKA NO.292, CAWANG, JAKARTA TIMUR",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
97,"AUDY DENTAL CIBUBUR, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)29268080,"KOMPLEK RUKO JIMBARAN, CITRA GRAN BLOK R1 NO.19, JAKARTA TIMUR",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
98,"AUDY DENTAL CIKARANG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BEKASI,(021)27820952,"RUKO SUDIRMAN BOULEVARD JABABE, JL CIKARANG BARU RAYA B2 NO.10, BEKASI",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
99,"AUDY DENTAL CINERE, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)27820952,"JL. CINERE RAYA NO. 3D, CINERE, DEPOK",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
100,"AUDY DENTAL CIPETE, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)29124856,"JL. CIPETE RAYA NO.55 CIPETE, CILANDAK, JAKARTA SELATAN",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
101,"AUDY DENTAL CIPUTAT, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(021)29268080,"JL. IR H. JUANDA, CIPUTAT, TANGERANG SELATAN",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
102,"AUDY DENTAL DEPOK, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)84050925,"JL. KOMJEN. POL. M. JASIN, NO.45 B, TUGU, KEC. CIMANGGIS, DEPOK",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
103,"AUDY DENTAL GADING SERPONG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KABUPATEN TANGERANG,(021)54212186,"RUKO ALEXANDRITE3 NO.20, JL. BOULEVARD RAYA, KELAPA DUA, TANGERANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
104,"AUDY DENTAL GRAND WISATA, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)27820952,"JL. GRAND LAKE BOULEVARD, BLOK GB 1 NO. 5, BEKASI",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
105,"AUDY DENTAL GREENVILLE, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)29401060,"JL RATU KEMUNING, BLOK BK NO.6 GREENVILLE, JAKARTA BARAT",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
106,"AUDY DENTAL KARAWANG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(021)27820952,"RUKO NEU RIVER GARDEN, JL. ARTERI GALUH MAS BLOK AA N, KARAWANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
107,"AUDY DENTAL KELAPA GADING BOULEVARD, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)27820952,"BOULEVARD RAYA BLOK LB 3/22, KEL. KELAPA GADING TIMUR, JAKARTA UTARA",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
108,"AUDY DENTAL KELAPA GADING, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)45869153,"RUKO MAL OF INDONESIA BLOK K, NO.3 KELAPA GADING, JAKARTA UTARA",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
109,"AUDY DENTAL KEMANG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)71794428,"JL BANGKA RAYA NO.40E, KEMANG, JAKARTA SELATAN",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
110,"AUDY DENTAL KUNINGAN, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)25984754,"TOKOPEDIA TOWER,CIPUTRA WORLD2, LT.2 UNIT 7-9, KARET SEMANGGI, JAKARTA SELATAN",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
111,"AUDY DENTAL PANTAI INDAH KAPUK, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)29219170,"JL. PANTAI INDAH SELATAN 1, RUKO ELANG LAUT BLOK  B NO.20, JAKARTA UTARA",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
112,"AUDY DENTAL PONDOK BAMBU, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)70500388,"JL. PAHLAWAN REVOLUSI NO.15, PONDOK BAMBU, JAKARTA TIMUR",-,-,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
113,"AUDY DENTAL RAWAMANGUN, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,,"JL BALAI PUSTAKA TIMUR NO 4A, RAWAMANGUN, JAKARTA TIMUR",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
114,"AUDY DENTAL SEMARANG, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(021)27820952,"JL. GAJAHMADA NO.99C, MIROTO, SEMARANG TENGAH, SEMARANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
115,"AUDY DENTAL SUNTER, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)22656221,"JL DANAU AGUNG 2 BLOK E10, NO.22C, SUNTER AGUNG, JAKARTA UTARA",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
116,"AUDY DENTAL SURABAYA, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(021)27820952,"RUKO GOLDEN PALACE, BLOK A NO 9-10, SURABAYA BARAT",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
117,"AUDY DENTAL TANGERANG CITY, KLINIK",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)27820952,"JL. PERINTIS KEMERDEKAAN, RUKO TANGERANG CITY BABAKAN, TANGERANG",-,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
118,"AURA SYIFA KEDIRI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA KEDIRI,(0354)671939,"JL JOYOBOYO NO 42 DLOPO, KARANGREJO NGASEM, KEDIRI, KEDIRI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
119,"BAKTI TIMAH KARIMUN, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KABUPATEN KARIMUN,(0777)7367085,"JL CANGGAI PUTRI TELUK UMA, TEBING KARIMUN, KARIMUN",YA,YA,-,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
120,"BALIMED KARANGASEM, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BALI,KABUPATEN KARANGASEM,(0363)4301618,"JL NENAS KECICANG BEBANDEM, KARANGASEM, KARANGASEM",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
121,"BALIMED NEGARA, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,BALI,KABUPATEN JEMBRANA,(0365)4501452,"JL HAYAM WURUK NO 23, JEMBRANA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
122,"BAPTIS KEDIRI, RS",Global Excel Indonesia,Individu,Cashless,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA KEDIRI,(0354)682170,"JL.BRIGJEN POL I.B.H PRANOTO, (JL.MAUNI) 1-7, KEDIRI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025.xlsx,,
